title,url,source,category,published_date,content
"MSCI Nilai Status Arus Informasi RI Negatif, Apa Artinya?",https://www.cnnindonesia.com/ekonomi/20260619060638-92-1370650/msci-nilai-status-arus-informasi-ri-negatif-apa-artinya,CNN Indonesia,ekonomi,2026-06-19,"Lembaga penyedia indeks global, Morgan Stanley Capital International ( MSCI ) menurunkan kriteria arus informasi ( information flow ) Indonesia menjadi negatif dalam laporan 2026 Global Market Accessibility Review yang dirilis Kamis (18/6).
Keputusan ini diambil setelah MSCI kembali menegaskan kekhawatirannya terkait transparansi struktur kepemilikan saham dan adanya indikasi perdagangan yang terkoordinasi di pasar modal Indonesia.
Lalu apa yang dimaksud penurunan kriteria arus informasi tersebut?
MSCI menjelaskan bahwa penurunan kriteria arus informasi ini mencerminkan adanya ketidakjelasan atau opacity pada data kepemilikan dan aktivitas pasar. Hal tersebut dinilai merusak pembentukan harga yang wajar, serta membatasi kemampuan investor global untuk menilai jumlah saham beredar di publik ( true free float ) dari perusahaan-perusahaan yang tercatat di bursa.
Selain masalah transparansi saham, MSCI juga menyoroti keterbatasan di pasar valuta asing (valas) sebagai hambatan besar bagi investor asing, sebagaimana dilansir dari Reuters, Jumat (19/6).
""Tidak ada pasar mata uang luar negeri ( offshore ) yang efisien, dan terdapat pembatasan pada pasar mata uang dalam negeri (onshore) di Indonesia,"" tulis MSCI dalam laporannya, sekaligus menambahkan bahwa tingkat liberalisasi valas di Indonesia masih sangat terbatas.
Langkah MSCI turut menjadi pukulan telak lanjutan bagi pasar keuangan domestik. Sejak MSCI pertama kali melayangkan peringatan pada Januari lalu mengenai isu transparansi-termasuk ancaman penurunan status dari pasar berkembang ( emerging market ) menjadi pasar perintis ( frontier market )-pasar modal Indonesia terus merosot.
Jika penurunan status tersebut benar-benar terjadi, aliran dana asing Indonesia berpotensi keluar ( outflows ) hingga US$13 miliar atau setara Rp231,7 triliun (kurs Rp17.826).
Dampak dari sentimen negatif ini sudah terlihat jelas pada performa Indeks Harga Saham Gabungan (IHSG). Sepanjang 2026 berjalan, indeks anjlok lebih dari 27 persen.
Sementara itu, investor asing tercatat telah melakukan aksi jual bersih ( net sell ) sebanyak US$3,76 miliar atau sekitar Rp67 triliun (kurs Rp17.826) di pasar saham Indonesia."
Rekor 32 Tahun Penonton Terbanyak Bakal Pecah di Piala Dunia 2026,https://www.cnnindonesia.com/olahraga/20260619032133-142-1370644/rekor-32-tahun-penonton-terbanyak-bakal-pecah-di-piala-dunia-2026,CNN Indonesia,olahraga,2026-06-19,"Rekor penonton terbanyak Piala Dunia bakal pecah dalam Piala Dunia 2026 setelah pekan di Amerika Serikat, Kanada, dan Maksiko.
Dengan berakhirnya laga Ghana versus Panam pada Rabu (17/6) atau Kamis (18/6) WIB, matchday pertama babak grup Piala Dunia 2024 rampung. Total 24 laga telah berlangsung.
Dari 24 pertandingan tersebut, FIFA mencatat ada 1.583.584 penonton yang hadir di stadion. Baru juga satu pekan pertandingan, jumlahnya hampir setengah dari rekor Piala Dunia.
Saat in rekor jumlah penonton Piala Dunia terbanyak adalah 3.587.538. Rekor itu tercipta 32 tahun lalu atau Piala Dunia 1994. Ya, Piala Dunia 1994 berlangsung di Amerika Serikat.
Dengan tersisa dua pekan babak grup atau 48 pertandingan lagi, lantas babak 32 besar, 16 besar, perempat final, semifinal, dan final, yang tiketnya sudah diborong, rekor 1994 bakal pecah.
Meski hampir pasti terpecahkan, ini belum resmi. Ada kemungkinan rekor tersebut tidak terwujud, jika ada hal-hal yang tidak diinginkan. Kemungkinan, rekor akan pecah setelah babak grup usai.
Selain itu, pada pekan pertama Piala Dunia 2026, jumlah penonton tertinggi tercipta dalam laga Meksiko versus Afrika Selatan dan Uzbekistan kontra Kolombia.
Dua pertandingan ini sama-sama berlangsung di Stadion Meksiko City dan jumlah penontonnya sama, 80.824 orang. Sedangkan penonton terminim 42.942 dalam laga Ghana versus Panama.
Rekor jumlah penonton ini pun bakal terpecahkan, sebab stadion dengan kapasitas terbesar di Piala Dunia 2026 adalah AT&T di Arlington, Texas, yakni 94.000 tempat duduk."
"Kejagung Tetapkan Tersangka Baru di Kasus MBG, Total 6 Orang",https://www.cnnindonesia.com/nasional/20260618213431-12-1370625/kejagung-tetapkan-tersangka-baru-di-kasus-mbg-total-6-orang,CNN Indonesia,berita,2026-06-19,"Kejaksaan Agung ( Kejagung ) menetapkan Ketua Yayasan Indonesia Food Security Review Glory Harimas Sihombing (GHS) sebagai tersangka dalam kasus korupsi tata kelola program Makan Bergizi Gratis ( MBG ).
Kini total 6 orang telah ditetapkan sebagai tersangka dalam kasus tersebut.
Direktur Penyidikan Jaksa Agung Muda Bidang Tindak Pidana Khusus, Syarief Sulaeman Nahdi mengatakan Glory selaku pihak swasta diminta oleh eks Kepala BGN Dadan Hindayana untuk mencari mitra-mitra yayasan Satuan Pelayanan Pemenuhan Gizi (SPPG).
""GHS memberikan sejumlah mata uang baik dalam bentuk asing maupun rupiah kepada saudara DH,"" ujarnya dalam konferensi pers, Kamis (18/6).
Atas perbuatannya, GHS langsung ditahan selama 20 hari kedepan di Rutan Salemba Cabang Kejaksaan Agung (Kejagung).
Sebelumnya, Kejagung telah menetapkan total lima orang tersangka dalam kasus korupsi tata kelola program Makan Bergizi Gratis (MBG) periode 2025-2026.
Kelimanya yakni eks Kepala BGN Dadan Hindayana; eks Wakil Kepala BGN Sony Sonjaya dan Lodewyk Pusung; kaki tangan Sony, Asep Yusuf Somantri (AYS); dan Komisaris PT. Yasa Artha Trimanunggal (YAT), Andri Mulyono.
Dalam perkara ini, Kejagung menjelaskan program MBG seharusnya dikelola oleh yayasan Satuan Pelayanan dan Pemenuhan Gizi (SPPG) yang terafiliasi dengan sekolah penerima.
Akan tetapi, dalam pelaksanaannya banyak SPPG yang ditunjuk karena mempunyai afiliasi dengan petinggi BGN. Selain itu banyak yayasan sejatinya juga tidak memiliki syarat untuk menjadi mitra SPPG.
Selanjutnya terdapat mark up harga pengadaan barang sehingga terjadi kerugian yang tidak mendukung operasional pelaksanaan MBG. Mulai dari 21.801 unit motor listrik senilai Rp1,03 triliun, 32.000 pasang sepatu, 31.994 unit tablet serta 5.400 unit televisi 75 inch."
"VIDEO: Bank Indonesia Naikkan Suku Bunga Acuan Jadi 5,75%",https://www.cnnindonesia.com/tv/20260619132753-402-1370828/video-bank-indonesia-naikkan-suku-bunga-acuan-jadi-575,CNN Indonesia,tv,2026-06-19,"Rapat Dewan Gubernur Bank Indonesia memutuskan untuk menaikkan BI Rate sebesar 25 basis poin atau bps menjadi 5,75 persen, suku bunga Deposit Facility sebesar 25 bps menjadi 4,75 persen, dan suku bunga Lending Facility sebesar 25 bps menjadi 6,50 persen.
Kenaikan ini sebagai langkah lanjutan untuk memperkuat stabilisasi nilai tukar rupiah di tengah tingginya ketidakpastian global."
Profil Kiper Muda Ajax Keturunan Indonesia Giovanni van der Wijst,https://www.cnnindonesia.com/olahraga/20260619063740-142-1370659/profil-kiper-muda-ajax-keturunan-indonesia-giovanni-van-der-wijst,CNN Indonesia,olahraga,2026-06-19,"Ajax Amsterdam resmi mempermanenkan kiper muda keturunan Indonesia, Giovanni van der Wijst . Berikut profil kiper muda Ajax keturunan Indonesia tersebut.
Giovanni van der Wijst sepakat dengan kontrak permanen bersama Ajax berdurasi tiga musim hingga 2029.
Van der Wijst lahir di Zaanstad pada 1 Mei 2009. Kiper berusia 17 tahun itu merupakan jebolan akademi Ajax sejak bergabung pada 2019.
Garis keturunan Giovanni van der Wijst diketahui berasal dari sang kakek kelahiran Cirebon dan neneknya asal Bandung. Tidak menutup kemungkinan Timnas Indonesia jadi tujuannya di masa depan.
Resminya Giovanni van der Wijst dengan kontrak profesional bersama klub legendaris Belanda diharapkan dapat menguntungkan kedua belah pihak.
Usia muda dan postur 185 cm membuatnya bisa tumbuh lebih tinggi lagi. Bukan tak mungkin dirinya kian menjulang di usia emas sebagai pesepakbola.
Sejauh ini, Giovanni van der Wijst memperkuat Ajax Amsterdam U-19 dan U-19. Ia jadi tumpuan utama untuk kategori U-17 dengan catatan 10 pertandingan.
Sedangkan di kelompok U-19, Giovanni van der Wijst membukukan tiga kali pertandingan. Ada dua clean sheet dari penampilannya.
Pemain yang digadang-gadang menjadi The Next Donnarumma berdarah Indonesia ini sempat menyatakan keinginannya untuk membela Timnas Indonesia U-17.
""[Jiika ada panggilan dari Timnas Indonesia?] Aku akan langsung jawab 'iya' tentunya. Aku pikir itu kesempatan yang bagus untuk aku dan untuk aku bisa membela negara,"" ucap Van der Wijst dikutip dari Youtube Yussa Nugraha pada 2025 .
""Ya saya pikir saya bisa membawa kualitas untuk bisa membantu tim dan aku pikir bisa menjadi bagian yang penting untuk tim,"" ucap Van der Wijst menambahkan."
Polisi Tangkap Perampok Emas 500 Gram dari Rumah Mewah di Menteng,https://www.cnnindonesia.com/nasional/20260619141756-12-1370873/polisi-tangkap-perampok-emas-500-gram-dari-rumah-mewah-di-menteng,CNN Indonesia,berita,2026-06-19,"Polisi menangkap salah satu pelaku yang merampok emas 500 gram dari sebuah rumah di kawasan elite Menteng , Jakarta Pusat.
""Diamanin satu orang,"" kata Kasat Reskrim Polres Jakarta Pusat AKBP Roby Heri Saputra saat dikonfirmasi, Jumat (19/6).
Roby belum menjelaskan lebih rinci soal kasus itu. Ia mengatakan polisi akan menyampaikan perkembangan kasus pada sore ini.
Sebelumnya, aksi perampokan di sebuah rumah di Menteng, Selasa (16/6). Dalam peristiwa ini, korban sempat disekap hingga ditusuk oleh pelaku.
Roby membeberkan korban berinisial MAH bukanlah pemilik rumah. Melainkan, orang yang sedang bertamu di rumah milik saksi T.
""(Korban itu) rekan satu perusahaannya, itu rumahnya saksi bukan rumah korban,"" ujarnya.
Dari keterangan saksi, kata Roby, aksi perampokan itu diduga dilakukan dua pelaku. Saat kejadian, pelaku tiba-tiba masuk ke dalam rumah dan langsung menyerang korban serta membawa kabur emas milik saksi T.
Akibat kejadian itu, korban mengalami tujuh luka tusukan di leher dan punggung. Korban disebut sempat dalam kondisi kritis dan masih menjalani perawatan intensif di rumah sakit.
Kapolsek Metro Menteng AKBP Braiel Arnold Rondonuwu mengungkapkan dalam aksi perampokan itu, pelaku berhasil membawa kabur emas seberat 500 gram milik pemilik rumah."
"Kepala Batu, Israel Tetap Serang Lebanon Meski AS-Iran Damai",https://www.cnnindonesia.com/internasional/20260619140111-120-1370868/kepala-batu-israel-tetap-serang-lebanon-meski-as-iran-damai,CNN Indonesia,internasional,2026-06-19,"Israel masih dengan sikapnya yang 'kepala batu' menyerang wilayah selatan Lebanon pada Jumat (19/6) meski Iran dan Amerika Serikat sepakat untuk menghentikan perang di Timur Tengah.
Tel Aviv kembali membombardir Lebanon setelah kesepakatan damai AS dan Iran. Padahal, Lebanon termasuk dalam.
Militer Israel mengeklaim pada Jumat bahwa mereka menyerang markas Hizbullah di sejumlah wilayah Lebanon selatan.
""Sepanjang malam, tentara terus menerus menyerang teroris dan infrastruktur Hizbullah di beberapa wilayah di Lebanon selatan,"" kata militer Israel dalam sebuah pernyataan, dikutip dari AFP .
Kantor berita Lebanon NNA melaporkan 15 orang tewas dalam serangan Israel pada sejumlah area di Lebanon selatan.
Sejumlah warga melaporkan bahwa serangan udara dan gempuran Israel menghantam beberapa kota di distrik Nabatieh malam hingga Jumat pagi. Menurut NNA, pengeboman itu termasuk yang terberat dalam beberapa pekan terakhir.
Eskalasi ini terjadi sehari setelah Israel merilis peta yang menunjukkan perluasan zona kendali militer di Lebanon selatan di luar zona tersebut. Mereka tidak menutup peluang serangan sehingga menimbulkan pertanyaan tentang kesepakatan perdamaian sementara AS dengan Iran pada hari Rabu.
Kesepakatan tersebut menyerukan penghentian pertempuran di semua lini, termasuk Lebanon, dan agar semua pihak menghormati integritas teritorial dan kedaulatan Lebanon.
Seorang pejabat senior Israel mengatakan Israel terlibat dalam ""negosiasi yang alot"" dengan pemerintahan Presiden AS Donald Trump mengenai penempatan pasukan sejauh 10 kilometer di dalam wilayah Lebanon selatan saat mereka mengejar Hizbullah."
7 Kebiasaan Ortu Ini Malah Bikin Anak Takut Ambil Keputusan,https://www.cnnindonesia.com/gaya-hidup/20260619091434-284-1370700/7-kebiasaan-ortu-ini-malah-bikin-anak-takut-ambil-keputusan,CNN Indonesia,gaya-hidup,2026-06-19,"Setiap orang tua tentu ingin anak tumbuh menjadi pribadi yang mandiri, percaya diri, dan berani menentukan pilihan sendiri. Tentu, kemampuan mengambil keputusan jadi bekal penting yang akan sangat berguna saat anak memasuki usia remaja hingga dewasa.
Namun, tanpa disadari, ada kebiasaan orang tua tertentu yang justru membuat anak tak berani ambil keputusan. Pola asuh seperti ini bisa muncul dari niat melindungi, tetapi dampaknya malah membuat anak ragu, takut salah, dan terlalu bergantung pada orang lain.
Jika dibiarkan, kondisi ini bisa memengaruhi kepercayaan diri anak dalam jangka panjang. Sebagai orang tua, Anda perlu tahu kebiasaan apa saja yang perlu diperbaiki agar anak lebih berani mengambil keputusan.
Banyak orang tua berusaha menjauhkan anak dari bahaya dan kegagalan. Padahal, menurut Forbes , anak perlu mengalami sedikit risiko agar belajar menghadapi konsekuensi dan membangun ketahanan mental.
Saat anak tidak pernah diberi kesempatan jatuh, salah, atau kecewa, mereka cenderung tumbuh menjadi pribadi yang mudah cemas dan tidak percaya diri, terutama dalam mengambil keputusan.
Orang tua terkadang menyimpan kesalahan masa lalunya untuk diri sendiri, mungkin karena ingin menjaga wibawa di depan anak. Namun anak perlu belajar dari pengalaman nyata.
Anda perlu berbagi kesalahan masa lalu secara jujur dan relevan. Dengan begitu, anak bisa memahami setiap keputusan buruk punya konsekuensi, sekaligus belajar dari pengalaman orang tua tanpa harus mengalaminya sendiri.
Saat anak kesulitan, orang tua terkadang langsung memberi jawaban atau menyelesaikan masalahnya. Contohnya, saat anak kesulitan mengerjakan PR, orang tua malah memberi semua jawaban. Padahal, kebiasaan ini justru menghambat proses belajar.
Menurut CNBC Make It , jika selalu diselamatkan, anak tidak akan terbiasa menghadapi tantangan dan akhirnya tak berani ambil keputusan saat menghadapi situasi nyata.
Anak memang perlu ruang untuk memilih, tetapi mereka juga butuh batas yang jelas. Misalnya, jika sudah ada jam malam, aturan itu harus ditegakkan secara konsisten.
Jika aturan terus dinegosiasikan, anak akan bingung mana yang boleh dan mana yang tidak. Lama-kelamaan, hal ini bisa membuat anak sulit memahami tanggung jawab dari setiap keputusan.
Harapan agar anak sukses itu wajar. Namun, jika standar yang dipasang terlalu tinggi, anak bisa merasa apa pun yang dilakukan tidak pernah cukup baik.
Tekanan seperti ini sering membuat anak takut salah dan takut memutuskan sesuatu. Alih-alih membentuk pribadi unggul, sikap perfeksionis justru bisa merusak rasa percaya diri anak.
Anak belajar banyak dari apa yang dilihat, bukan hanya dari nasihat. Makanya, orang tua perlu menunjukkan perilaku yang sesuai dengan ucapan. Bila ingin anak jujur, disiplin, dan tegas, orang tua juga harus mempraktikkannya.
Dalam hal pengambilan keputusan, tunjukkan bahwa Anda bisa bersikap tegas lalu konsisten menjalankannya. Ini akan menjadi contoh kuat bagi anak di masa depan.
Mengutip Wondermind , Profesor Psikologi Universitas DePaul, Joseph Ferrari, menemukan bahwa ayah yang otoriter bisa menimbulkan ketidaktegasan pada anak perempuan dalam studinya pada 1994.
Kesimpulannya, anak-anak yang tumbuh dalam lingkungan otoriter, belajar bahwa pilihan mereka dapat menimbulkan masalah, sehingga cenderung memilih menunda keputusan.
Mendidik anak agar jadi lebih mandiri memang butuh kesabaran. Namun, dengan menghindari kebiasaan orang tua pada umumnya yang keliru, Anda bisa membantu anak tumbuh lebih percaya diri, berani, dan mampu mengambil keputusan dengan bijak."
PBNU Undang Prabowo Tutup Munas-Konbes NU di Bangkalan,https://www.cnnindonesia.com/nasional/20260619134851-32-1370853/pbnu-undang-prabowo-tutup-munas-konbes-nu-di-bangkalan,CNN Indonesia,berita,2026-06-19,"Pengurus Besar Nahdlatul Ulama secara resmi mengundang Presiden RI Prabowo Subianto untuk menutup Musyawarah Nasional (Munas) Alim Ulama dan Konferensi Besar (Konbes) Nahdlatul Ulama 2026 di Bangkalan, Jawa Timur (Jatim).
Sekretaris Jenderal PBNU sekaligus Ketua Panitia Munas-Konbes dan Muktamar NU, Saifullah Yusuf atau Gus Ipul menyatakan, undangan kepada Presiden Prabowo masih dalam tahap koordinasi dan menunggu konfirmasi.
""Ini masih dalam koordinasi, dalam konfirmasi. Mudah-mudahan waktunya memungkinkan. Tetapi PBNU melalui rapat sudah memutuskan untuk mengundang Bapak Presiden pada tanggal 23 Juni yang akan datang di Kabupaten Bangkalan [Pulau Madura],"" kata Gus Ipul, Jumat (19/6).
Rangkaian Munas dan Konbes NU 2026 dijadwalkan dibuka pada Sabtu, 20 Juni 2026, di Pondok Pesantren Al Falah Ploso, Kediri, Jatim. Namun penutupan direncanakan berlangsung tiga hari kemudian di STAI Pesantren Syaichona Moh Cholil, Bangkalan, pada Selasa (23/6). Gus Ipul mengaku pihaknya berharap Prabowo dapat hadir di penutupan itu.
""Sementara penutupan direncanakan mudah-mudahan nanti di Bangkalan. PBNU mengundang secara resmi Bapak Presiden Prabowo untuk bisa memberikan amanat pada saat penutupan nanti,"" kata Gus Ipul yang juga dikenal sebagai Menteri Sosial itu.
Menurut Gus Ipul, jika Prabowo berhalangan hadir saat penutupan, maka giat pemungkas Mubas-Konbes NU itu akan tetap digelar di Pesantren Ploso, Kediri.
""Jika waktunya memungkinkan hadir, maka penutupan akan ditempatkan di Bangkalan. Tetapi jika tidak, penutupan akan dilakukan di Ploso. Ini semua masih menyesuaikan jadwal Presiden,"" ujar Gus Ipul.
Untuk acara pembukaan di Kediri, PBNU akan mengundang pejabat pemerintah daerah dari tingkat provinsi hingga kabupaten/kota, para pengasuh pesantren, pengurus NU dari berbagai daerah, tokoh masyarakat, serta perwakilan organisasi kemasyarakatan.
""Tentu pembukaan akan mengundang pejabat-pejabat pemerintah daerah, mungkin tingkat provinsi maupun kabupaten-kota, mengundang pengasuh-pengasuh pesantren, dan pihak-pihak lain yang disesuaikan dengan kapasitas tempat pembukaan,"" kata Gus Ipul.
Gus Ipul menegaskan, forum Munas Alim Ulama dan Konbes NU 2026 bukan sekadar pertemuan organisasi biasa. Ini merupakan tahapan pertama dan strategis dalam konsolidasi NU menuju pelaksanaan Muktamar.
""Persiapan muktamar ini kan berkelanjutan. Konbes ini adalah tahapan pertama menuju muktamar,"" ujarnya.
Forum tersebut dijadwalkan membahas berbagai agenda keorganisasian, keumatan, dan kebangsaan sebagai bagian dari peta jalan besar Nahdlatul Ulama ke depan."
VIDEO: Dasco Bertemu Direksi BEI & OJK Bahas Pembenahan Pasar Modal,https://www.cnnindonesia.com/tv/20260619132736-402-1370826/video-dasco-bertemu-direksi-bei-ojk-bahas-pembenahan-pasar-modal,CNN Indonesia,tv,2026-06-19,"Wakil Ketua DPR RI, Sufmi Dasco Ahmad, menggelar pertemuan dengan direksi baru Bursa Efek Indonesia (BEI). Pertemuan ini juga dihadiri oleh Ketua Dewan Komisioner Otoritas Jasa Keuangan (OJK), Friderica Widyasari Dewi."
"Sinopsis Husbands in Action, Mantan dan Suami Baru Bersatu demi Istri",https://www.cnnindonesia.com/hiburan/20260619114723-220-1370785/sinopsis-husbands-in-action-mantan-dan-suami-baru-bersatu-demi-istri,CNN Indonesia,hiburan,2026-06-19,"Husbands in Action menjadi film komedi Korea terbaru yang dibintangi Gong Myung. Ia kali ini kembali beradu akting dengan Jin Sun-kyu setelah keduanya sukses dalam film action komedi Extreme Job.
Film ini menceritakan aksi seputar aliansi tidak terduga antara mantan suami dan suami baru demi menyelamatkan orang-orang yang mereka cintai.
Kisah bermula di acara sekolah ketika Hwang Choong-sik (Jin Sun-kyu), seorang inspektur narkotika, dengan Lee Min-seok (Gong Myung) yang merupakan suami baru dari mantan istrinya, Si-nae (Kang Han-na).
Pertemuan perdana tersebut langsung memicu perebutan dominasi dan ketegangan di antara keduanya dengan Choong-sik sebagai penyelidik veteran dan Min-seok yang merupakan seorang dokter hewan muda.
Perbedaan kepribadian yang kontras tersebut berbenturan keras dengan peran mereka di dalam lingkaran keluarga.
Situasi itu menjadi pertarungan harga diri di mana posisi mantan suami harus berhadapan dengan suami baru, serta ayah kandung melawan ayah tiri bagi putri mereka yang bernama Yeon-ju.
Persaingan sengit itu terpaksa ditunda setelah Si-nae dan Yeon-ju tiba-tiba diculik komplotan penjahat. Insiden itu memaksa Choong-sik dan Min-seok mengesampingkan ego masing-masing dan bekerja sama dalam operasi penyelamatan.
Kendati memiliki tujuan yang sama, perbedaan watak dan latar belakang profesi mereka tetap memicu konflik serta perdebatan konstan di sepanjang misi berlangsung.
Aksi penculikan tersebut rupanya diatur oleh Do-jun (Kim Ji-seok), seorang gembong narkoba yang tengah naik daun di dunia kriminal bawah tanah.
Namun, dalang utama di balik konspirasi ini sebenarnya adalah sang istri, Hye-ran (Li Da-hee).
Perempuan itu memanipulasi situasi dengan memanfaatkan Si-nae dan putrinya sebagai sandera sekaligus alat tawar-menawar demi mengamankan kebebasan Do-jun.
Situasi menjadi kian rumit ketika Yong-gang (Yoon Kyung-ho), seorang mantan gembong narkoba yang reputasinya telah hancur, ikut masuk ke pusaran perburuan.
Yong-gang bergerak dengan agenda pribadi untuk menghabisi Do-jun demi merebut kembali kendali kekuasaan yang sempat hilang.
Di sisi lain, kehadiran seorang jurnalis bernama A-ra (Jeon So-min) yang mulai menaruh ketertarikan personal kepada Choong-sik turut menambah kompleksitas di tengah ketegangan misi penyelamatan tersebut.
Husbands in Action tayang 19 Juni di Netflix."
Jokowi Tak Bantah Kabar Bakal Gabung PSI Jadi Ketua Dewan Pembina,https://www.cnnindonesia.com/nasional/20260619134136-32-1370847/jokowi-tak-bantah-kabar-bakal-gabung-psi-jadi-ketua-dewan-pembina,CNN Indonesia,berita,2026-06-19,"Presiden Ketujuh RI, Joko Widodo santer dikabarkan bakal bergabung dengan Partai Solidaritas Indonesia ( PSI ) dalam waktu dekat. Jokowi disebut-sebut bakal menduduki jabatan Ketua Dewan Pembina di partai yang kini dipimpin anak bungsunya, Kaesang Pangarep.
Saat dikonfirmasi, Jokowi tidak membantah kabar tersebut. Namun ia menyebut ada mekanisme yang harus dilalui untuk bergabung dengan PSI.
""Di PSI itu kan ada mekanisme partai yang harus dilalui. Tidak hanya penjaketan aja langsung,"" kata Jokowi saat ditemui di kediamannya di Sumber, Solo, Jawa Tengah, Jumat (19/6).
Sampai saat ini, Jokowi belum secara resmi bergabung dengan PSI. Namun ia memastikan dirinya siap berupaya maksimal untuk memenangkan partai tersebut..
""Seperti yang saya sampaikan di Kongres, di Rakernas (PSI), saya akan kerja mati-matian untuk PSI,"" kata dia.
Ayah Wakil Presiden (Wapres) Gibran Rakabuming Raka itu kemudian menyinggung rencananya untuk blusukan ke berbagai daerah di tanah air. Menurutnya, kegiatan tersebut ia lakukan untuk memenuhi undangan dari PSI dan masyarakat.
""Yang paling penting undangan dari masyarakat dan dari PSI akan saya hadiri semua,"" kata dia.
Sebelumnya, Wakil Ketua Dewan Pembina PSI Grace Natalie mengungkapkan Jokowi akan segera mengenakan jaket PSI secara resmi sebagai Ketua Dewan Pembina partai tersebut.
Grace mengatakan PSI saat ini tengah mempercepat penyempurnaan struktur kepengurusan hingga tingkat desa dan kelurahan di seluruh Indonesia sebagai persiapan menjelang proses verifikasi partai.
""Jadi PSI secara nasional di semua provinsi DPW, agar melengkapi struktur sampai di tingkat desa dan kelurahan. Tidak hanya di NTT, jadi ini serentak di wilayah lain juga berlangsung karena kita tahun depan kita sudah masuk verifikasi, dan segera merampungkan. Agar Bapak Dewan Pembina bisa segera secara formal memakai jaket PSI dan ikut menyapa masyarakat,"" kata Grace saat kunjungan di Kupang, Nusa Tenggara Timur (NTT), Sabtu (13/6).
Selain Grace, kabar serupa juga disampaikan oleh sejumlah petinggi PSI yang lain seperti Ketua Umum DPP PSI Isyana Bagoes Oka dan Ketua Harian PSI, Ahmad Ali."
